Loan Date,Patron Id,Patron Group,Due Date,Barcode,Circ Desk Name,Description
1/9/23,-1,,1/9/23,HP001,CLICC Circ Desk,WL-BIO-01
1/9/23,-1,,1/9/23,IPADK296,CLICC Circ Desk,CLICC iPad Pro Keyboard 296
1/9/23,-1,,1/9/23,IPHONE60,Biomed Circ Desk,IPH-BIO-04
1/9/23,-1,UCLA Academic,1/9/23,HDST19,Biomed Circ Desk,HDS-BIO-02
1/9/23,-1,UCLA Academic,1/9/23,HDST27,Biomed Circ Desk,HDS-BIO-10
1/9/23,-1,UCLA Graduate,1/9/23,HDST15,CLICC Circ Desk,HDS-POW-04
1/9/23,-1,UCLA Graduate,1/9/23,HDST17,CLICC Circ Desk,HDS-POW-06
1/9/23,-1,UCLA Graduate,1/9/23,HDST20,Biomed Circ Desk,HDS-BIO-03
1/9/23,-1,UCLA Graduate,1/9/23,IPHONE25,CLICC Circ Desk,IPH-YRL-01
1/9/23,-1,UCLA Graduate,1/9/23,IPHONE54,CLICC Circ Desk,IPH-POW-10
1/9/23,-1,UCLA Graduate,1/9/23,IPHONE60,Biomed Circ Desk,IPH-BIO-04
1/9/23,-1,UCLA Graduate,1/9/23,LABMSE12,CLICC Circ Desk,LAB-MSE-12
1/9/23,-1,UCLA Graduate,1/9/23,MACCHRG42,CLICC Circ Desk,MAGT-YRL-04
1/9/23,-1,UCLA Graduate,1/9/23,MACCHRG63,Biomed Circ Desk,MAGT-BIO-02
1/9/23,-1,UCLA Graduate,1/9/23,MACUSBC24C24,CLICC Circ Desk,USBC-POW-07
1/9/23,-1,UCLA Graduate,1/9/23,MACUSBC25C25,CLICC Circ Desk,USBC-POW-08
1/9/23,-1,UCLA Graduate,1/9/23,OMNI39,CLICC Circ Desk,OMN-YRL-09
1/9/23,-1,UCLA Graduate,1/9/23,WALLADPT12,CLICC Circ Desk,ADP-POW-01
1/9/23,-1,UCLA Graduate,1/9/23,WALLADPT17,Biomed Circ Desk,ADP-BIO-01
1/9/23,-1,UCLA Graduate,1/9/23,WALLADPT41,CLICC Circ Desk,
1/9/23,-1,UCLA Graduate,1/15/23,CBK229,SEL Boelter Circ Desk,CBK-BOE-20
1/9/23,-1,UCLA Graduate,1/16/23,CBK204,Biomed Circ Desk,CBK-BIO-15
1/9/23,-1,UCLA Graduate,1/16/23,CBK207,Biomed Circ Desk,CBK-BIO-18
1/9/23,-1,UCLA Graduate,1/16/23,CLICC-ML-2033,CLICC Circ Desk,CLICC-ML-2033
1/9/23,-1,UCLA Graduate,1/16/23,CLICC-MM-072,CLICC Circ Desk,
1/9/23,-1,UCLA Graduate,1/16/23,CLICC-MM-099,CLICC Circ Desk,
1/9/23,-1,UCLA Graduate,1/16/23,HP100,CLICC Circ Desk,WL-POW-09
1/9/23,-1,UCLA Graduate,1/16/23,HP118,CLICC Circ Desk,WL-PC2-07
1/9/23,-1,UCLA Graduate,1/23/23,CBK407,CLICC Circ Desk,CBK-CLICC-158
1/9/23,-1,UCLA Graduate,1/23/23,CLICC-MM-001,CLICC Circ Desk,
1/9/23,-1,UCLA Graduate,1/23/23,CLICC-MM-088,CLICC Circ Desk,
1/9/23,-1,UCLA Music Grad,1/15/23,CBK-243,Music Circ Desk,CBK-MUS-04
1/9/23,-1,UCLA Music Undergrad,1/9/23,IPHONE46,CLICC Circ Desk,IPH-POW-02
1/9/23,-1,UCLA Music Undergrad,1/9/23,WALLADPT46,CLICC Circ Desk,
1/9/23,-1,UCLA Staff,1/16/23,CBK194,Biomed Circ Desk,CBK-BIO-05
1/9/23,-1,UCLA Undergrad,1/9/23,CALC07,CLICC Circ Desk,CAL-POW-06
1/9/23,-1,UCLA Undergrad,1/9/23,CLICC-MM-0003,CLICC Circ Desk,ITS iPad 224
1/9/23,-1,UCLA Undergrad,1/9/23,CLICC-MM-0016,CLICC Circ Desk,ITS iPad 114
1/9/23,-1,UCLA Undergrad,1/9/23,IPHONE34,CLICC Circ Desk,IPH-YRL-10
1/9/23,-1,UCLA Undergrad,1/9/23,IPHONE46,CLICC Circ Desk,IPH-POW-02
1/9/23,-1,UCLA Undergrad,1/9/23,IPHONE48,CLICC Circ Desk,IPH-POW-04
1/9/23,-1,UCLA Undergrad,1/9/23,IPHONE80,CLICC Circ Desk,
1/9/23,-1,UCLA Undergrad,1/9/23,MACCHRG49,CLICC Circ Desk,MAGT-POW-03
1/9/23,-1,UCLA Undergrad,1/9/23,MACUSBC19C19,CLICC Circ Desk,USBC-POW-02
1/9/23,-1,UCLA Undergrad,1/9/23,MACUSBC25C25,CLICC Circ Desk,USBC-POW-08
1/9/23,-1,UCLA Undergrad,1/9/23,MACUSBC27C27,CLICC Circ Desk,USBC-POW-10
1/9/23,-1,UCLA Undergrad,1/9/23,WALLADPT45,CLICC Circ Desk,
1/9/23,-1,UCLA Undergrad,1/9/23,WALLADPT46,CLICC Circ Desk,
1/9/23,-1,UCLA Undergrad,1/9/23,WALLADPT47,CLICC Circ Desk,
1/9/23,-1,UCLA Undergrad,1/9/23,WALLADPT48,CLICC Circ Desk,
1/9/23,-1,UCLA Undergrad,1/16/23,CBK194,Biomed Circ Desk,CBK-BIO-05
1/9/23,-1,UCLA Undergrad,1/16/23,CBK381,CLICC Circ Desk,CBK-CLICC-132
1/9/23,-1,UCLA Undergrad,1/16/23,CBK404,CLICC Circ Desk,CBK-CLICC-155
1/9/23,-1,UCLA Undergrad,1/16/23,CLICC-ML-0004,CLICC Circ Desk,ITS MacBook 126
1/9/23,-1,UCLA Undergrad,1/16/23,CLICC-ML-0015,CLICC Circ Desk,ITS MacBook 155
1/9/23,-1,UCLA Undergrad,1/16/23,CLICC-ML-0017,CLICC Circ Desk,ITS MacBook 169
1/9/23,-1,UCLA Undergrad,1/16/23,CLICC-ML-0022,CLICC Circ Desk,ITS MacBook 39
1/9/23,-1,UCLA Undergrad,1/16/23,CLICC-ML-0108,CLICC Circ Desk,ITS MacBook 176
1/9/23,-1,UCLA Undergrad,1/16/23,CLICC-ML-0126,CLICC Circ Desk,ITS MacBook 9
1/9/23,-1,UCLA Undergrad,1/16/23,CLICC-ML-2096,CLICC Circ Desk,CLICC-ML-2096
1/9/23,-1,UCLA Undergrad,1/16/23,CLICC-MM-0019,CLICC Circ Desk,ITS iPad 324
1/9/23,-1,UCLA Undergrad,1/16/23,CLICC-MM-0033,CLICC Circ Desk,ITS iPad 143
1/9/23,-1,UCLA Undergrad,1/16/23,CLICC-MM-065,CLICC Circ Desk,
1/9/23,-1,UCLA Undergrad,1/16/23,CLICC-MM-095,CLICC Circ Desk,
1/9/23,-1,UCLA Undergrad,1/16/23,HP040,CLICC Circ Desk,WL-SEL-05
1/9/23,-1,UCLA Undergrad,1/16/23,HP107,CLICC Circ Desk,W-POW-16
1/9/23,-1,UCLA Undergrad,1/16/23,HP131,CLICC Circ Desk,WL-PC2-20
1/9/23,-1,UCLA Undergrad,1/17/23,CBK254,Default Circulation Desk,CBK-CLICC-05
1/9/23,-1,UCLA Undergrad,1/18/23,CLICC-ML-0106,CLICC Circ Desk,ITS MacBook 102
1/9/23,-1,UCLA Undergrad,1/20/23,CLICC-ML-0072,CLICC Circ Desk,ITS MacBook 30
1/9/23,-1,UCLA Undergrad,1/20/23,CLICC-ML-0137,CLICC Circ Desk,ITS MacBook 60
1/9/23,-1,UCLA Undergrad,1/20/23,CLICC-MM-0006,CLICC Circ Desk,ITS iPad 323
1/9/23,-1,UCLA Undergrad,1/20/23,CLICC-MM-061,CLICC Circ Desk,
1/9/23,-1,UCLA Undergrad,1/20/23,HP070,CLICC Circ Desk,WL-YRL-20
1/9/23,-1,UCLA Undergrad,1/20/23,HP096,CLICC Circ Desk,WL-POW-05
1/9/23,-1,UCLA Undergrad,1/20/23,HP130,CLICC Circ Desk,WL-PC2-19
1/9/23,-1,UCLA Undergrad,1/23/23,CBK038,CLICC Circ Desk,CPOW-04
1/9/23,-1,UCLA Undergrad,1/23/23,CBK096,CLICC Circ Desk,CYRL-22
1/9/23,-1,UCLA Undergrad,1/23/23,CBK168,CLICC Circ Desk,CL-BOE-14
1/9/23,-1,UCLA Undergrad,1/23/23,CBK262,Default Circulation Desk,CBK-CLICC-13
1/9/23,-1,UCLA Undergrad,1/23/23,CBK411,CLICC Circ Desk,CBK-CLICC-162
1/9/23,-1,UCLA Undergrad,1/23/23,CLICC-ML-0008,CLICC Circ Desk,ITS MacBook 68
1/9/23,-1,UCLA Undergrad,1/23/23,CLICC-ML-0093,CLICC Circ Desk,ITS MacBook 139
1/9/23,-1,UCLA Undergrad,1/23/23,CLICC-MM-0005,CLICC Circ Desk,ITS iPad 137
1/9/23,-1,UCLA Undergrad,1/23/23,CLICC-MM-0018,CLICC Circ Desk,ITS iPad 160
1/9/23,-1,UCLA Undergrad,1/23/23,CLICC-MM-0028,CLICC Circ Desk,ITS iPad 29
1/9/23,-1,UCLA Undergrad,1/23/23,CLICC-MM-016,CLICC Circ Desk,
1/9/23,-1,UCLA Undergrad,1/23/23,CLICC-MM-081,CLICC Circ Desk,
1/9/23,-1,UCLA Undergrad,1/23/23,HP005,CLICC Circ Desk,WL-BIO-05
1/9/23,-1,UCLA Undergrad,1/23/23,HP006,CLICC Circ Desk,WL-BIO-06
1/9/23,-1,UCLA Undergrad,1/23/23,HP021,CLICC Circ Desk,WL-BCR-11
1/9/23,-1,UCLA Undergrad,1/23/23,HP022,CLICC Circ Desk,WL-BCR-12
1/9/23,-1,UCLA Undergrad,1/23/23,HP102,CLICC Circ Desk,W-POW-11
1/9/23,-1,UCLA Undergrad,1/23/23,HP144,CLICC Circ Desk,WL-UNA-03
1/9/23,-1,UCLA Undergrad,1/23/23,HP160,CLICC Circ Desk,WL-LAB-09
1/9/23,-1,UCLA Undergrad,4/9/23,AD2001,SEL Boelter Circ Desk,CLICC EE AD2 Unit 1
1/9/23,-1,UCLA Undergrad,4/9/23,AD2082,SEL Boelter Circ Desk,CLICC EE AD2 Unit 82
1/9/23,-1,UCLA Undergrad,4/9/23,AD2110,SEL Boelter Circ Desk,CLICC EE AD2 Unit 110
1/9/23,-1,UCLA Undergrad,4/9/23,AD2116,SEL Boelter Circ Desk,CLICC EE AD2 Unit 116
1/9/23,-1,UCLA Undergrad,4/9/23,AD2129,SEL Boelter Circ Desk,CLICC EE AD2 Unit 129
1/9/23,-1,UCLA Undergrad,4/9/23,AD2132,SEL Boelter Circ Desk,CLICC EE AD2 Unit 132
1/9/23,-1,UCLA Undergrad,4/9/23,AD2146,SEL Boelter Circ Desk,CLICC EE AD2 Unit 146
1/9/23,-1,UCLA Undergrad,4/9/23,AD2197,SEL Boelter Circ Desk,CLICC EE AD2 Unit 197
1/9/23,-1,UCLA Undergrad,4/9/23,AD2247,SEL Boelter Circ Desk,CLICC EE AD2 Unit 247
1/9/23,-1,UCLA Undergrad,4/9/23,AD2260,SEL Boelter Circ Desk,CLICC EE AD2 Unit 260
1/9/23,-1,UCLA Undergrad,4/9/23,AD2279,SEL Boelter Circ Desk,CLICC EE AD2 Unit 279
1/9/23,-1,UCLA Undergrad,4/9/23,AD2339,SEL Boelter Circ Desk,
1/9/23,-1,UCLA Undergrad,4/9/23,AD2377,SEL Boelter Circ Desk,
1/9/23,5.55826E+15,UCLA Undergrad,6/1/23,AD2095,SEL Boelter Circ Desk,CLICC EE AD2 Unit 95
1/9/23,5.56045E+15,UCLA Undergrad,6/1/23,AD2116,SEL Boelter Circ Desk,CLICC EE AD2 Unit 116
1/9/23,5.56046E+15,UCLA Graduate,1/26/23,HP002,CLICC Circ Desk,WL-BIO-02
1/9/23,6.20052E+15,UCLA Undergrad,6/1/23,AD2033,SEL Boelter Circ Desk,CLICC EE AD2 Unit 33
1/10/23,-1,,1/10/23,IPADK128,CLICC Circ Desk,CLICC iPad Keyboard 128
1/10/23,-1,,1/10/23,MACUSBC20C20,CLICC Circ Desk,USBC-POW-03
1/10/23,-1,,1/10/23,MACUSBC27C27,CLICC Circ Desk,USBC-POW-10
1/10/23,-1,UCLA Academic,1/10/23,HDST19,Biomed Circ Desk,HDS-BIO-02
1/10/23,-1,UCLA Graduate,1/10/23,HDMIC24,CLICC Circ Desk,HDMC-YRL-16
1/10/23,-1,UCLA Graduate,1/10/23,HDST15,CLICC Circ Desk,HDS-POW-04
1/10/23,-1,UCLA Graduate,1/10/23,HPUSBC13,SEL Boelter Circ Desk,
1/10/23,-1,UCLA Graduate,1/10/23,IPHONE21,SEL Boelter Circ Desk,IPH-BOE-05
1/10/23,-1,UCLA Graduate,1/10/23,IPHONE34,CLICC Circ Desk,IPH-YRL-10
1/10/23,-1,UCLA Graduate,1/10/23,IPHONE46,CLICC Circ Desk,IPH-POW-02
1/10/23,-1,UCLA Graduate,1/10/23,IPHONE57,Biomed Circ Desk,IPH-BIO-01
1/10/23,-1,UCLA Graduate,1/10/23,IPHONE58,Biomed Circ Desk,IPH-BIO-02
1/10/23,-1,UCLA Graduate,1/10/23,IPHONE60,Biomed Circ Desk,IPH-BIO-04
1/10/23,-1,UCLA Graduate,1/10/23,IPHONE80,CLICC Circ Desk,
1/10/23,-1,UCLA Graduate,1/10/23,MACCHRG42,CLICC Circ Desk,MAGT-YRL-04
1/10/23,-1,UCLA Graduate,1/10/23,MACUSBC06C06,CLICC Circ Desk,USBC-YRL-02
1/10/23,-1,UCLA Graduate,1/10/23,MACUSBC20C20,CLICC Circ Desk,USBC-POW-03
1/10/23,-1,UCLA Graduate,1/10/23,MACUSBC24C24,CLICC Circ Desk,USBC-POW-07
1/10/23,-1,UCLA Graduate,1/10/23,MACUSBC29C29,CLICC Circ Desk,
1/10/23,-1,UCLA Graduate,1/10/23,OMNI07,Biomed Circ Desk,OMN-BIO-07
1/10/23,-1,UCLA Graduate,1/10/23,WALLADPT03,SEL Boelter Circ Desk,ADP-BOE-01
1/10/23,-1,UCLA Graduate,1/10/23,WALLADPT12,CLICC Circ Desk,ADP-POW-01
1/10/23,-1,UCLA Graduate,1/10/23,WALLADPT17,Biomed Circ Desk,ADP-BIO-01
1/10/23,-1,UCLA Graduate,1/10/23,WALLADPT45,CLICC Circ Desk,
1/10/23,-1,UCLA Graduate,1/17/23,CBK194,Biomed Circ Desk,CBK-BIO-05
1/10/23,-1,UCLA Graduate,1/17/23,CBK196,Biomed Circ Desk,CBK-BIO-07
1/10/23,-1,UCLA Graduate,1/17/23,CBK207,Biomed Circ Desk,CBK-BIO-18
1/10/23,-1,UCLA Graduate,1/17/23,CBK331,Default Circulation Desk,CBK-CLICC-82
1/10/23,-1,UCLA Graduate,1/17/23,CBK385,CLICC Circ Desk,CBK-CLICC-136
1/10/23,-1,UCLA Graduate,1/17/23,CBK401,Default Circulation Desk,CBK-CLICC-152
1/10/23,-1,UCLA Graduate,1/17/23,CLICC-MM-058,CLICC Circ Desk,
1/10/23,-1,UCLA Graduate,1/17/23,HP057,CLICC Circ Desk,WL-YRL-07
1/10/23,-1,UCLA Graduate,1/23/23,CBK380,CLICC Circ Desk,CBK-CLICC-131
1/10/23,-1,UCLA Graduate,1/23/23,CLICC-MM-0029,CLICC Circ Desk,ITS iPad 53
1/10/23,-1,UCLA Graduate,1/24/23,CLICC-ML-0068,CLICC Circ Desk,ITS MacBook 78
1/10/23,-1,UCLA Graduate,1/24/23,CLICC-MM-0020,CLICC Circ Desk,ITS iPad 225
1/10/23,-1,UCLA Graduate,3/24/23,CLICC-MM-0025,CLICC Circ Desk,ITS iPad 283
1/10/23,-1,UCLA Graduate,3/24/23,CLICC-MM-036,CLICC Circ Desk,2022
1/10/23,-1,UCLA Graduate,4/10/23,AD2015,SEL Boelter Circ Desk,CLICC EE AD2 Unit 15
1/10/23,-1,UCLA Graduate,4/10/23,AD2085,SEL Boelter Circ Desk,CLICC EE AD2 Unit 85
1/10/23,-1,UCLA Music Grad,1/17/23,CBK-243,Music Circ Desk,CBK-MUS-04
1/10/23,-1,UCLA Music Undergrad,1/17/23,CBK-243,Music Circ Desk,CBK-MUS-04
1/10/23,-1,UCLA Music Undergrad,1/24/23,CLICC-MM-087,CLICC Circ Desk,2022
1/10/23,-1,UCLA Undergrad,1/10/23,HDST15,CLICC Circ Desk,HDS-POW-04
1/10/23,-1,UCLA Undergrad,1/10/23,HPUSBC04,SEL Boelter Circ Desk,HPUS-BOE-04
1/10/23,-1,UCLA Undergrad,1/10/23,HPUSBC07,SEL Boelter Circ Desk,
1/10/23,-1,UCLA Undergrad,1/10/23,HPUSBC13,SEL Boelter Circ Desk,
1/10/23,-1,UCLA Undergrad,1/10/23,IPHONE25,CLICC Circ Desk,IPH-YRL-01
1/10/23,-1,UCLA Undergrad,1/10/23,IPHONE28,CLICC Circ Desk,IPH-YRL-04
1/10/23,-1,UCLA Undergrad,1/10/23,IPHONE31,CLICC Circ Desk,IPH-YRL-07
1/10/23,-1,UCLA Undergrad,1/10/23,IPHONE34,CLICC Circ Desk,IPH-YRL-10
1/10/23,-1,UCLA Undergrad,1/10/23,IPHONE39,Default Circulation Desk,
1/10/23,-1,UCLA Undergrad,1/10/23,IPHONE46,CLICC Circ Desk,IPH-POW-02
1/10/23,-1,UCLA Undergrad,1/10/23,IPHONE54,CLICC Circ Desk,IPH-POW-10
1/10/23,-1,UCLA Undergrad,1/10/23,IPHONE78,CLICC Circ Desk,
1/10/23,-1,UCLA Undergrad,1/10/23,MACCHRG49,CLICC Circ Desk,MAGT-POW-03
1/10/23,-1,UCLA Undergrad,1/10/23,MACCHRG58,CLICC Circ Desk,MAGT-POW-12
1/10/23,-1,UCLA Undergrad,1/10/23,MACCHRG61,CLICC Circ Desk,MAGT-POW-15
1/10/23,-1,UCLA Undergrad,1/10/23,MACUSBC06C06,CLICC Circ Desk,USBC-YRL-02
1/10/23,-1,UCLA Undergrad,1/10/23,MACUSBC20C20,CLICC Circ Desk,USBC-POW-03
1/10/23,-1,UCLA Undergrad,1/10/23,MACUSBC24C24,CLICC Circ Desk,USBC-POW-07
1/10/23,-1,UCLA Undergrad,1/10/23,MACUSBC25C25,CLICC Circ Desk,USBC-POW-08
1/10/23,-1,UCLA Undergrad,1/10/23,OMNI39,CLICC Circ Desk,OMN-YRL-09
1/10/23,-1,UCLA Undergrad,1/10/23,UHDMI22,CLICC Circ Desk,
1/10/23,-1,UCLA Undergrad,1/10/23,WALLADPT05,SEL Boelter Circ Desk,ADP-BOE-03
1/10/23,-1,UCLA Undergrad,1/10/23,WALLADPT12,CLICC Circ Desk,ADP-POW-01
1/10/23,-1,UCLA Undergrad,1/10/23,WALLADPT32,CLICC Circ Desk,
1/10/23,-1,UCLA Undergrad,1/10/23,WALLADPT41,CLICC Circ Desk,
1/10/23,-1,UCLA Undergrad,1/10/23,WALLADPT45,CLICC Circ Desk,
1/10/23,-1,UCLA Undergrad,1/10/23,WALLADPT46,CLICC Circ Desk,
1/10/23,-1,UCLA Undergrad,1/10/23,WALLADPT49,CLICC Circ Desk,
1/10/23,-1,UCLA Undergrad,1/11/23,MACUSBC09C09,CLICC Circ Desk,USBC-YRL-05
1/10/23,-1,UCLA Undergrad,1/17/23,CBK061,CLICC Circ Desk,CBCR-32
1/10/23,-1,UCLA Undergrad,1/17/23,CBK299,CLICC Circ Desk,CBK-CLICC-50
1/10/23,-1,UCLA Undergrad,1/17/23,CBK320,Default Circulation Desk,CBK-CLICC-71
1/10/23,-1,UCLA Undergrad,1/17/23,CBK357,CLICC Circ Desk,CBK-CLICC-108
1/10/23,-1,UCLA Undergrad,1/17/23,CBK370,Default Circulation Desk,CBK-CLICC-121
1/10/23,-1,UCLA Undergrad,1/17/23,CLICC-ML-0071,CLICC Circ Desk,ITS MacBook 23
1/10/23,-1,UCLA Undergrad,1/17/23,CLICC-ML-0121,CLICC Circ Desk,ITS MacBook 46
1/10/23,-1,UCLA Undergrad,1/17/23,CLICC-ML-0132,CLICC Circ Desk,ITS MacBook 29
1/10/23,-1,UCLA Undergrad,1/17/23,CLICC-ML-2038,CLICC Circ Desk,CLICC-ML-2038
1/10/23,-1,UCLA Undergrad,1/17/23,CLICC-ML-2053,CLICC Circ Desk,CLICC-ML-2053
1/10/23,-1,UCLA Undergrad,1/17/23,CLICC-ML-2060,CLICC Circ Desk,CLICC-ML-2060
1/10/23,-1,UCLA Undergrad,1/17/23,CLICC-MM-0021,CLICC Circ Desk,ITS iPad 101
1/10/23,-1,UCLA Undergrad,1/17/23,HP009,CLICC Circ Desk,WL-BIO-09
1/10/23,-1,UCLA Undergrad,1/17/23,HP015,CLICC Circ Desk,WL-BCR-05
1/10/23,-1,UCLA Undergrad,1/18/23,CBK253,Default Circulation Desk,CBK-CLICC-04
1/10/23,-1,UCLA Undergrad,1/24/23,CBK116,CLICC Circ Desk,CBIO-02
1/10/23,-1,UCLA Undergrad,1/24/23,CBK400,Default Circulation Desk,CBK-CLICC-151
1/10/23,-1,UCLA Undergrad,1/24/23,CLICC-ML-0006,CLICC Circ Desk,ITS MacBook 64
1/10/23,-1,UCLA Undergrad,1/24/23,CLICC-ML-0079,CLICC Circ Desk,ITS MacBook 108
1/10/23,-1,UCLA Undergrad,1/24/23,CLICC-ML-0083,CLICC Circ Desk,ITS MacBook 124
1/10/23,-1,UCLA Undergrad,1/24/23,CLICC-ML-0104,CLICC Circ Desk,ITS MacBook 35
1/10/23,-1,UCLA Undergrad,1/24/23,CLICC-ML-0129,CLICC Circ Desk,ITS MacBook 22
1/10/23,-1,UCLA Undergrad,1/24/23,CLICC-ML-2068,CLICC Circ Desk,CLICC-ML-2068
1/10/23,-1,UCLA Undergrad,1/24/23,CLICC-ML-2080,CLICC Circ Desk,CLICC-ML-2080
1/10/23,-1,UCLA Undergrad,1/24/23,CLICC-MM-0027,CLICC Circ Desk,ITS iPad 162
1/10/23,-1,UCLA Undergrad,1/24/23,CLICC-MM-058,CLICC Circ Desk,
1/10/23,-1,UCLA Undergrad,1/24/23,HP032,CLICC Circ Desk,WL-GEO-02
1/10/23,-1,UCLA Undergrad,1/24/23,HP062,CLICC Circ Desk,WL-YRL-12
1/10/23,-1,UCLA Undergrad,1/24/23,HP075,CLICC Circ Desk,WL-RC2-05
1/10/23,-1,UCLA Undergrad,1/24/23,HP084,CLICC Circ Desk,WL-RC2-14
1/10/23,-1,UCLA Undergrad,1/24/23,HP124,CLICC Circ Desk,WL-PC2-13
1/10/23,-1,UCLA Undergrad,4/10/23,AD2004,SEL Boelter Circ Desk,CLICC EE AD2 Unit 4
1/10/23,-1,UCLA Undergrad,4/10/23,AD2005,SEL Boelter Circ Desk,CLICC EE AD2 Unit 5
1/10/23,-1,UCLA Undergrad,4/10/23,AD2013,SEL Boelter Circ Desk,CLICC EE AD2 Unit 13
1/10/23,-1,UCLA Undergrad,4/10/23,AD2016,SEL Boelter Circ Desk,CLICC EE AD2 Unit 16
1/10/23,-1,UCLA Undergrad,4/10/23,AD2047,SEL Boelter Circ Desk,CLICC EE AD2 Unit 47
1/10/23,-1,UCLA Undergrad,4/10/23,AD2051,SEL Boelter Circ Desk,CLICC EE AD2 Unit 51
1/10/23,-1,UCLA Undergrad,4/10/23,AD2055,SEL Boelter Circ Desk,CLICC EE AD2 Unit 55
1/10/23,-1,UCLA Undergrad,4/10/23,AD2062,SEL Boelter Circ Desk,CLICC EE AD2 Unit 62
1/10/23,-1,UCLA Undergrad,4/10/23,AD2065,SEL Boelter Circ Desk,CLICC EE AD2 Unit 65
1/10/23,-1,UCLA Undergrad,4/10/23,AD2092,SEL Boelter Circ Desk,CLICC EE AD2 Unit 92
1/10/23,-1,UCLA Undergrad,4/10/23,AD2104,SEL Boelter Circ Desk,CLICC EE AD2 Unit 104
1/10/23,-1,UCLA Undergrad,4/10/23,AD2120,SEL Boelter Circ Desk,CLICC EE AD2 Unit 120
1/10/23,-1,UCLA Undergrad,4/10/23,AD2133,SEL Boelter Circ Desk,CLICC EE AD2 Unit 133
1/10/23,-1,UCLA Undergrad,4/10/23,AD2135,SEL Boelter Circ Desk,CLICC EE AD2 Unit 135
1/10/23,-1,UCLA Undergrad,4/10/23,AD2148,SEL Boelter Circ Desk,CLICC EE AD2 Unit 148
1/10/23,-1,UCLA Undergrad,4/10/23,AD2154,SEL Boelter Circ Desk,CLICC EE AD2 Unit 154
1/10/23,-1,UCLA Undergrad,4/10/23,AD2158,SEL Boelter Circ Desk,CLICC EE AD2 Unit 158
1/10/23,-1,UCLA Undergrad,4/10/23,AD2160,SEL Boelter Circ Desk,CLICC EE AD2 Unit 160
1/10/23,-1,UCLA Undergrad,4/10/23,AD2161,SEL Boelter Circ Desk,CLICC EE AD2 Unit 161
1/10/23,-1,UCLA Undergrad,4/10/23,AD2162,SEL Boelter Circ Desk,CLICC EE AD2 Unit 162
1/10/23,-1,UCLA Undergrad,4/10/23,AD2166,SEL Boelter Circ Desk,CLICC EE AD2 Unit 166
1/10/23,-1,UCLA Undergrad,4/10/23,AD2173,SEL Boelter Circ Desk,CLICC EE AD2 Unit 173
1/10/23,-1,UCLA Undergrad,4/10/23,AD2187,SEL Boelter Circ Desk,CLICC EE AD2 Unit 187
1/10/23,-1,UCLA Undergrad,4/10/23,AD2198,SEL Boelter Circ Desk,CLICC EE AD2 Unit 198
1/10/23,-1,UCLA Undergrad,4/10/23,AD2201,SEL Boelter Circ Desk,CLICC EE AD2 Unit 201
1/10/23,-1,UCLA Undergrad,4/10/23,AD2202,SEL Boelter Circ Desk,CLICC EE AD2 Unit 202
1/10/23,-1,UCLA Undergrad,4/10/23,AD2204,SEL Boelter Circ Desk,CLICC EE AD2 Unit 204
1/10/23,-1,UCLA Undergrad,4/10/23,AD2213,SEL Boelter Circ Desk,CLICC EE AD2 Unit 213
1/10/23,-1,UCLA Undergrad,4/10/23,AD2229,SEL Boelter Circ Desk,CLICC EE AD2 Unit 229
1/10/23,-1,UCLA Undergrad,4/10/23,AD2235,SEL Boelter Circ Desk,CLICC EE AD2 Unit 235
1/10/23,-1,UCLA Undergrad,4/10/23,AD2245,SEL Boelter Circ Desk,CLICC EE AD2 Unit 245
1/10/23,-1,UCLA Undergrad,4/10/23,AD2263,SEL Boelter Circ Desk,CLICC EE AD2 Unit 263
1/10/23,-1,UCLA Undergrad,4/10/23,AD2267,SEL Boelter Circ Desk,CLICC EE AD2 Unit 267
1/10/23,-1,UCLA Undergrad,4/10/23,AD2277,SEL Boelter Circ Desk,CLICC EE AD2 Unit 277
1/10/23,-1,UCLA Undergrad,4/10/23,AD2281,SEL Boelter Circ Desk,CLICC EE AD2 Unit 281
1/10/23,-1,UCLA Undergrad,4/10/23,AD2292,SEL Boelter Circ Desk,CLICC EE AD2 Unit 292
1/10/23,-1,UCLA Undergrad,4/10/23,AD2295,SEL Boelter Circ Desk,CLICC EE AD2 Unit 295
1/10/23,-1,UCLA Undergrad,4/10/23,AD2297,SEL Boelter Circ Desk,CLICC EE AD2 Unit 297
1/10/23,-1,UCLA Undergrad,4/10/23,AD2326,SEL Boelter Circ Desk,
1/10/23,-1,UCLA Undergrad,4/10/23,AD2345,SEL Boelter Circ Desk,
1/10/23,-1,UCLA Undergrad,4/10/23,AD2346,SEL Boelter Circ Desk,
1/10/23,-1,UCLA Undergrad,4/10/23,AD2356,SEL Boelter Circ Desk,
1/10/23,-1,UCLA Undergrad,4/10/23,AD2376,SEL Boelter Circ Desk,
1/10/23,5.56024E+15,UCLA Undergrad,4/10/23,AD2183,SEL Boelter Circ Desk,CLICC EE AD2 Unit 183
1/10/23,5.56049E+15,UCLA Undergrad,4/10/23,AD2228,SEL Boelter Circ Desk,CLICC EE AD2 Unit 228
1/10/23,5.56747E+15,UCLA Undergrad,1/17/23,HP162,CLICC Circ Desk,WL-LAB-11
1/10/23,5.56931E+15,UCLA Undergrad,4/10/23,AD2313,SEL Boelter Circ Desk,
